English Sentence,Hausa,Sexism
,"#challenge_challenge_challenge
MAMATA:

Allah ka tabbbatar da addu,ar mahaifiya agaremu akoda yaushe acikin al amuramu na yau da kullum dare da rana.

Jaruman kasata Nigeria bakowabane ila iyayamu.
Saboda uwace kade keda karfin zuciyar tura danta #sojaboy duk datasan hadari dakecikin aiki soja nasan kowa yasani du duniya bawanda yakai mahaifiya son danta sanan kuma idan zamutuna da wainiyan mahaifiya takedamu daga yarintamu har izuwa girmanmu a wanan lokacin ba irin sha uwa da batayi da danta ba amma kuma lokaci daya Dan nata datake matukar kauna lokaci daya saita sadaukar wa kasa Nigeria.

Dan Allah wacece kasa idan ba mahaifiya yaba.

Allah akullum muna rokanka kabamu damar kyautata wa iyayamu 

Allah ina rokanka katemaki yan uwa masu neman aikin soja 83 intake kuma Allah kabasu sa a, 
Wanda suke nema kuma Allah suma kabasu sa a 84 intake Alfarman annabi (S A W)

Wanda kuma suke kan aiki sojojin kasata Nigeria Allah ka tsaresu da kariyarka Alfarman annabi Muhammad ( s a w)

Allah kadaga Nigeria Allah ka daukaka kasata Nigeria Allah kabata zaman lafiya Alfarman nabeeyu.

Sing pen by zaharaddeen officer
Good contributions by Nigeria regular,s 16/7/2022 Saturday 10:10am",No
,"DA NAJE OSUN....

Zanyi kokarin fahimtar Yarbawan Osun, don kokarin gano cewa, shin Gwamnansu ne yayi musu laifi suka kayar dashi, ko kuwa APC ce gaba daya basa kauna...

Shin ba zasu zabi Tinubu ba, a zaben shugaban Kasa ko kuwa dai irin tsarin nan zasuyi, a sama su zabi APC a jiha su zabi PDP...

Naga ansha yin irin haka a Nigeria....

Tun da banje Osun ba, zan cigaba da saka na Mujiya daga nan inda nake, har zuwa lokacin zaben duk kasa, a sannan ne zamu gane yadda suke....

Siyasa ake yi, tunda lokacin siyasa ne....",No
,"Ina taya Takwarana Nuruddeen Adeleke Murnar lashe zaɓen gwamnan Osun a ƙarƙashin Jam'iyar PDP Allah yasa yayi Musu abin da ya dace kada ya zama irin mai faɗa babu cikawa.

Mu talakawa adalci da aiki muke buƙata ba Jam'iyyar ka ko wani personal life naka ba.🤷

Congratulations once again my namesake.🤝

Ga Munan Muna Cashewa abun mu.🤷",No
,"Allah Ta'ala bai halicce ka don kaso kowa ba, kamar yadda bai halicci kowa don ya soka ba.
Don haka kada kayi baqin ciki don kawai wani ya dauki karan tsana ya dora maka babu gaira babu dalili. Rayuwa ta gaji haka.👌",No
"I missed that thread, it was a graveyard of [deleted] when I arrived. I could see there had been females getting their roastbeef flaps in a twist by the responses to deleted top-level posts but I wanted to see them getting toasty first-hand.","Nayi kewar wannan abin, lallai hakan ya kasance kaman maƙabarta (an goge). Ina ganin sunyi ta samun ƙalubale da har zasu iya goge wannan babban maƙalan amma naso na gansu a lokacin da aka sa su a gaba.",Yes
"That proves that the wife is a nice person. I mean, to be pregnant with puppies, one must first be a bitch.",Hakan ya nuna cewa matar tana da kirki. Ina nufin duk wanda zai yi cikin 'ya'yan karnuka ae dole ta zama karuwa.,Yes
"If you’re GF is dancing with others guys in front of you, then you should bottle her too. She’s was giving off obvious signs of affection. He can kiss when girls do that.","In dai har budurwar ka na rawa da wasu samari a gaban ka, kai ma yakamata ka yi jima'i da ita, tana baka alamu ne. Zai iya sumbata idan mata suka yi.",Yes
[URL] Women want equality until equality comes knocking their ass out. #Feminism #DamnPatriarchy,[URL] Mata suna son daidaito har sai lokacin da daidaiton zai ƙarfin su. #Feminism #DamnPatriarchy,Yes
"OK, so now let's hope she goes home and stress eats everything in sight and blows her fake heart out.","To, Yanzu muyi fatan ta koma gida damuwa da ƙunci ya cinye komai da za a iya gani sannan ya fasa zuciyar ta",Yes
"I don't need to, when women these days use the word man/men, it's either for shaming, blaming or complaining.","Ba na buƙatar hakan, domin a yau idan mata suka yi amfani da kalmar 'miji/maza', ko dai don zargi, ɗora alhaki, ko kuka",Yes
We must require annual physicals to include a mental check. Something is seriously wrong with that woman. She's totally unhinged!,Ya kamata a sanya gwajin lafiyar kwakwalwa a cikin binciken shekara-shekara. Akwai matsala mai tsanani da wannan mace. Ta kasance ba ta da kwanciyar hankali!,Yes
,"An Jefa Al'ummar Farawa Dake Kano Cikin Fargaba Biyo Bayan Hanyar Ruwan Da Aka Tona Aka Bari Ba A Karasa Ba

Kamar da gaske aka zo aka fara hakar hanyar magudanan ruwar a yankin Farawa dake karamar hukumar Kumbotso. Tun daga nan kuma har yanzu ba a sake waiwayar su b, gashi kuma ruwa sai ta'adi yake yi wa wadanda abin ya shafa. 

Don haka muna kira ga mahukuntan da abin ya shafa da su waiwayi lamarin kafin ya yi muni.

Daga Sulaiman Adam Muhammad",No
,"Barkan mu da sallah ina yima fatan anyi sallah lfy, ina kuma amfani da wannan damar ta rokon Yan uwa da Abokin arziki ta ataya muda ardu'a bisa garkuwa da akayi mahaifina Albarki cikin wannan Rana Mai Albarka",No
,"Kada kayi tunanin rayuwarka zata dakata dan wasu sunyi watsi dakai,domin kasani cewa loƙaci bayadaina tafiya saboda lalacewar AGOGO🕞",No
,"A loqacin zuru mukayi mun zurawa sarautar Allah idanu.
Muna jira mai girma gwamna ya tabbatarda (HON IBRAHIM AHMAD KARAYE) Amatsayin dan takarar karaye da Rogo a kakar za6e data wuce ta 2019 yayin sulhunsu da (BARR DEDERI)
:
Tabbas aloqacin munada yaqini hadida tabbacin za'abaiwa mai girma (HON IBRAHIM AHMAD) takara yayin sulhu.
:
Dalili kuwa shine hankalin duk al'ummar kananan hukumomin karaye da Rogo hankulansu ya karkata akansa.
Sabida adaline.
Hazikine.
Mai jin tausayin talaka.
Dason aikin raya qasa.
Yana tsayawa kaida fata domin tabbbatarda adalci akan al'ummar dayake wakilta.
:
Akoda yaushe a shirye yake da amsar koken talaka gamida share hawayensu.( in time)
Wannan daliline yasa muke kallonsa a matsayin mutum mai tausayi.
Sannan kuma wanda yafi kowa can-canta dayin takarar wakilcin karaye da Rogo a wancan loqaci tsakaninsa da BAR (DEDERI) sabida wadannan kyawa-wan halayen nasa.
:
Tabbas bahaushe yayi gaskiya, ""akace ba'a yabon dan kuturu saiya shekara da yatsa"".
:
Kwatsam sai mukaji mai girma gwamna ya umarci (HON IBRAHIM AHMAD) daya yayi haquri ya janyewa (BAR DEDERI) amtsayi yayi takara.
:
A loqacin da sakon hakan ya iso garemu bamuji dadiba.
Bamuso hakanba sabida ga wanda mukeda tabbaci akansa.
:
Amma akace abinda babba ya hango yaro koya hau rimi bazai hangoba.
:
Haka mai girma (HON IBRAHIM AHMAD)
yayita tausar zuciyarmu gamida cewa, muyi haquri Allah yasa haka shiyafi alkhairi.

Mukace to munja baya (MADAKI) Yace a'a. dukkanin gudummawar dazamu iya bashi a harkar siyasa to mubaiwa (BARR DEDERI) abinda yayishi shiyayi (BARR DEDERI) a siyasa.

Haka mukazo muka sadaukarda lokacinmu.
Muka manta da wancan abinda yafaru, muka dauka komi yawuce.
Har aka kai ga nasara.
:
Tabbas ance ba'a yabon dan kuturu saiya shekara da yatsa.
Tun ba'aje ko'inaba DEDERI ya watsarda yan jam'iyya.
Yanuna tamkar basu wahalta masaba.
Yanuna wanda yasa aka basa takarar ma a matsayin wanda baya kaunarsa.

Ya kyamaci kowa
Ya watsar da kowa.
Ya 6ata mana sunan jam'iyya.
Ata dalilinsa",No
,"A rana irinta yau ce, shekaru biyu da ta gabata wani matashi yasha fiya fiya saboda kaunar Maryam Yahaya jaruma a masana'antar kannywood.

Yasha Maganin Kwari Fiya-Fiya Bayan Da Yagaza Samun Damar Haduwa Da Wata 'Yar Wasan Hausa Mai Suna Maryam Yahaya

Dan Jihar YOBE Ne Mazaunin Garin Gashuwa.

Daga ~ Malam Musa Rafinkuka",No
,"KO KUN SAN CEWAR: Wannan Alh Ahmad Idris ne tsohon Akanta Janar na Najeriya tare da kadan daga cikin matasan ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

DAGA Anas Saminu Ja'en",No
,"Wani ɗan shi'a a tebirin mai shayi yana bamu labari yace wato a ranar mai kamar yau wato annabi yace""duk wanda na kasance shugabansa toh aliyu ma shugabansa ne"" sai wani cikin sahabbai yace haba ya rasulillahi kace mu daina bautawa Allolinmu Mu dawo bautar guda ɗaya mun daina mun bika, kace ""mu dinga salloli biyar kullum"" muna yi kace mu dinga azumi mu nayi kace kaza da kaza duk mun ɗauka yanzu kuma kazo kace ""dole sai mun yarda aliyu ya shugabance mu"" idan har aliyu shugaba nane yanzu na mutu.

ɗan shi'a ya ci gaba da cewa take aka ji wata tsawa wadda ba'a taɓa jin irinta ba ta dirarwa mutuminan tayi fata-fata da shi, komai na jikinsa sai da yayi filla-filla Ya mutu.

Nace Allahu akbar Aliyu ba wasa ba na ɗauki biredin da shayin na danƙa masa har da ƙwai.

Shi tunaninsa na gama yadda da abinda ya faɗa ni kuma nasan indai ba mutum cikin mayen yunwa yake ba, bazai yadda da wannan tatsuniya ba.😂😂

Kai musulmai muna ganin addini a gurinku aradu kowa cikin wannan ɓangaren na musulunci wato shi'a da sunnah kowa gwaninsa yake wasawa kamar dai jam'iyyun adawa.

Kowa da an faɗi falalar gwaninsa sai yaji daɗi amma idan an faɗi falalar wanda ba gwaninsa ba sai yayi ta ƙoƙarin ƙaryatawa wato ku na fahimci addinin kun mai dashi kamfanin koyon hassada da zage-zage.

a musulunci ne kawai zaka ga ɗan shi'a ko izala ya dannawa wanda ya shekara dubu ɗaya da mutuwa kuma wae duk addininsu ɗaya.😂😂

ko kuma yayi ta fatan Allah ya sa wannan mutum a wuta toh wannan addini kenan. addini koyar da ɗabi'u na gari aka sani bawai gurɓatasu ba.",No
,"Ka Dinga Yawaita Addu'a akan Allah Ya Karawa Me Kudi Kudi, ya Karawa Me Arziki Arziki, Ya Yayewa Talaka Kuncin Rayuwa da Talauci
.
Domin Muddun Kudin Me Kudi Suka Karu to Wani Mara Kudin Ze Samu Kudi, Haka indai Arzikin Me Arziki Ya Karu Za a Samu Karuwar Masu Arziki 
.
Ya Allah Albarkacin Rasulullahi Sallallahu Alaihi Wa Sallam Ka Yalwata Kudin Masu Kudi Ka Karawa Masu Arziki Arziki Ka Yayewa Duk Me Rai Kuncin Rayuwa, Tsananinta da Kuma Kangin Talauci
.
Mu tuna Cewa Babu Dole se Kayi Kudi ko Arziki amma Dole Ka Rayu da Kudin Wani da Kuma Arzikin Wani, Haka Dole Se Ka Taimaki Me Kudi Komai Kudinsa haka Komai Tsananin Talaucinka, Hakazalika Me Kudi Duk Rowarshi Se ya Taimakawa Wasu
.
Ita Dukiya ko ta Arne ce akwai Hakkin Allah a Cikinta, Muddin Baka fid da Hakkin Allah Daga Dukiyarka ba to Baka isa Ka iya Cin Wannan Hakkin na Allah ba, Imma Wuta tazo ta Cinye iya na Allahn ko Barayi Suzo Su Debi iya Hakkin Allahn, Ko Hatsari Ya Cinye iya Hakkin Allahn Ko Asara tazo ta Cinye Hakkin Allahn Dake Tare da Dukiyar, Hakadai Abun Yake, Kayi Hakuri Ka Fid da Hakkin Allah se Ya Karama Ya Kuma Baka Lada ko Kuma kaki Fid Dawa Ya Fitar da Karfinshi Kuma ya Rubutama Zunubi 
.
Allah Ka Fisshemu Tabewa Duniya da Lahira Albarkacin Annabi Muhammad Sallallahu Alaihi Wa Sallam Ameen 
.
Fulatan News Updates",No
,"Alhaji Musa Tsafe na karamar hukumar Tsafe da ke jihar Zamfara ya kafe cewa ba zai saki matarsa Wasila ba duk da gano haramcin da ke tattare da aurensu.

Malaman Musulunci sun dai bayyana cewa auren ma'auratan wanda ya kwashe tsawon shekaru 20 baya bisa kan tarbar addini.",No
,"IMAMU AHMAD BN HANBAL R.H DA MAI GURASA.

'Imamu Ahmad bn hanbal ya yanke shawarar kwana awani masallaci sai mai gadin masallacin yaki amince masa, imamu bn hanbal yayi 'iya kokarinsa akan me gadin ya amince amma yaki amince mai.

Lokacin da imam ibn hanbal yadebe tsammanin cewa mai gadi zai amince masa, sai ya yanke shawarar kwana awurin da yake a tsaye, shi kuma mai gadin yatafi nesa da masallacin.

Wani me gurasa yana kallon duk abinda ke faruwa, amma baisan cewa wannan imamu Ahmad bn hanbal bane, sai yace tunda yahana ka kwana a masallaci zo ka kwana tare dani.

Sai kuwa 'imamu Ahmad yabi mai gurasa, me gurasa ya karrama shi ya mutunta shi. Bayan nan sai ya dakko kullun gurasarsa, saidai lokacin aikin gurasa harshensa bai gushe ba istigfari kawai yakeyi.

'Imamu Ahmad bn hanbal yacika da mamakin wannan mai gurasa inda yaga lokaci mai tsawo wannan mai gurasa baya da niyyan daina istigfari.

Lokacin da safiya tayi sai imam yatambayi me gurasa menene sirrin wannan istigfari da kake tayi tsawon dare!? Sai mai gurasa yace wannan dabi'a tace kuma tazame min jiki kuma bazan daina taba har abada.

Sai 'imam bn hanbal yatambayi me gurasa, shin ka samu wani amfani a dalilin yasan istigfarinnan naka? Dukda ibn hanbal yasan cewa istigfari yana kawo alkhairai masu yawa da falala.

Saiko mai gurasa yayi rantsuwa cewa, wallahi bantaba yin addu'a ba face an karba min 'ita saidai addu'a kwaya daya, itace ganin imamu Ahmad bn hanbal.

Sai 'imam Ahmad bn hanbal yace masa, to ai nine 'imamu Ahmad bn hanbal, lallai Allah yaturo ni nanne don ya karba addu'anka.
Akanshi muka tsayu 
Sign by zaraddeen officer ",No
,"ZABEN JIHAR OSUN NE YA BAN MAMAKI

Na bibiyi sakamakon zaben jihar Osun a kafar yada labarai na Channels Television wanda zuwa yanzu aka kammala kirga kuri'u

Dan takaran Gwamnan jihar a jam'iyyar mu na APC Gwamna Adegboyega Oyetola yaci kananan hukumomi 13 cikin 30, shi kuma 'dan takaran Gwamnan jihar a jam'iyyar PDP Sanata Ademola Adeleke yaci kananan hukumomi 17 cikin 30

Sakamakon zabe shine PDP ta kwace mulkin jihar Osun daga hannun APC da ratar kuri'u kusan dubu 30

Zaben ne ya bani mamaki sosai, ban taba tsammanin PDP zata kwace mulkin jihar Osun daga hannun APC ba, saboda jihar Yarbawa ne, kabilar 'dan takaran shugaban Kasa a jam'iyyar APC Bola Ahmad Tinubu, a yadda na dauka APC zata yiwa PDP dukan kawo wuka a jihar 

Jam'iyyar NNPP na Kwankwaso ko lissafinta ma ba'a yi, bana zaton sun samu kuri'un da ya kai dubu 10

Allah Ya kyauta",No
,"Bahillce Dan ta'adda ADA ALEIRU Ya Zama Sarkin Fullanin MASARAUTAR ƳAN LOTON DAJI Ƙaramar Hukumar TSAFE Jihar ZAMFARA!

Ƙasurgumin Ɗan Fashin Daji, Ɗan Bindiga Daɗi, Mai Satar Shanu, mai yi wa matan Musulmi fyaɗe, Mai Garkuwa Da Mutane Domin Biyan Kuɗin Fansa ADA ALEIRU Ya Zama Basaraken Ƙabilar Fulani a Masarautar Tsafe Ta Jahar ZAMFARA.
Shi Ada ALEIRU Ba Ɓoyayye Bane Kuma Hatsabibin Ɗan ta'adda ne bahillce Da Gwamnatoci Ke Tsoro. 

Irinsu Dogo GIƊE Na Dajin Kwantagora. Waƙilin Ɓaleri Maisuna Fari Ɗan Juma. Bello TURJI Da Mutanenshi Daga Fakai Ƙarƙashin Zaratan Masu Tsaronshi Irinsu DUNA Da DOSO. Shehu REKEB Daga Dajin SUBUBU. Ali Ɗan OGA Da Lawali DODO Daga Dajin GUNDUMI Duka Sun Halarta. Akwai ILA Mai Mai Makami Daga Dajin RUGU.

Wata Majiya Ta Tabbatar Da Chewa Dukan Ƴan Bindigar Da Suka Gagari Yankunansu Za'a Basu Sarautun domin wannan ce agenda da Fulani suka yi a kasar Hausa 
Bayan sun kashe bayin Allah, sai su zo su mulki wannan yanki.
Tarihi na maimaita kansa, Danfodiyo ma haka ya yi

#Hausa #arewa Hausawan Kasar Hausa Nafiu Dan Kunda Dan Masanin Kasar Hausa Zubairu Ousmane Barham M Mu'azzam Abdulrazak Abdulkareem Ali Ɗan Kabawa Muhamed Hasan Nasiru Saidu Doronbaga Garkuwar Matasan Hausa Hausa Youth Magazine Hausawa FULBE HANDE [ Fulani today ] Hausaland Magazine Hausawa Tsantsa Hausawan Cadi BBC Hausa RFI Hausa",No
,"SANARWA: Ina ta samun sakonni da Positivesters Kan tattaunawa da Labour party Kan Shiga Jamiyyar da yin takara.....

Bahaushe yace Fata Nagari lamiri....don Haka Muna godiya.

Amma...Ina Kira ga Dukkan Alummar Jahar Kano, masoya da magoya baya da su Kara hakuri har sai an cinma matsaya a kan wannan batun....tunda Alummma da Jahar Kano muke kokarin yiwa bawai kanmu Kawai ba....",No
,"A tunani na ga abin da ya ke cewa 😀: “In banda iskanci da wulakanci sai yanzu za ka zo aiki? Ka bar tarin yashi a bakin kogi ba ka dauko ba; ga kan kura tari guda a kurosha ba ka dauko ba; ga kasa tsibi-tsibi a kwari ba ka dauko ba; an yi ma fultanki ka tsiyaye ka siyar; kullum sai karyar inji ya ja iska ka tsaya ka yi bilidin; Kai Mallam ba zan iya aiki da kai ba; tafi na kore ka, kar na kara ganin ka a nan!”",No
,"Kafin a bani aure na Sha suka kala kala

Time din Dana Fara nuna da gaske aure nake so abin da nafi fuskantar jifa akai shi'a anje an samu mahaifin yarinyar an a fada Masa cewa idan ya bani aure yarsa dukan wani tattaki da muzahara Sai na koyawa yarsa karshe a kasheta a banxa ni wai bani da aiki Sai tattaki da muzahara haka dai na Sha suka sosai itama ta fuskar yarinyar hakan abin yake to dai uban da yarinyar sukayi watsi da duk wani shirmen hassada suka bani Yar baby Dina yanxu haka muna da....

Kuma duka qarya ne ban taba zuwa tattaki ko muzahara ba ban taba zuwa wani taro na Yan shi'a ba abinda na sani shine bana musu kallon da sauran wasu al'umma suke musu ni Ina kallonsu a mutane masu gaskia da Kuma roko da gidan annabi (saww) Wanda duk wani musulmi hakan ya kamata yayi ban yadda a zalunche su ba Ina rubuche rubuche akansu sosai Kuma Ina magana akansu wannan shine kawai a takaiche 

Yanxu dai an bani yarinyar mahassada Sai bakin ciki suke🕺💃🤸",No
,"BAMBANCIN MAGANIN GARGAJIYA DA MAGANIN ASIBITI. 
. 
MAGANIN GARGAJIYA: 
Magani ne na al'ada wanda aka gado iyaye da kakanni, saboda haka yadda aka gado shi haka ake amfani dashi, ba a fiya canja shi ba. 
. 
MAGANIN ASIBITI:
Magani ne wanda ake sarrafa shi ta hanyar bincike da karantar qwayar cuta da yadda za a hallakata. Akan
iya canja shi saboda su ma qwayoyin cutar sukan iya canjawa. 
. 
MAGANIN GARGAJIYA:
kowa zai iya hada shi kuma ya bayar ba tare da tabbacin ko yana da ilimin yin magani ko bashi dashi ba. 
. 
MAGANIN ASIBITI:
Mutane na musamman ne ke hada shi Kuma su bayar dashi. Kuma suna da lasisi na tabbacin sun iya
aikinsu. 
. 
MAGANIN GARGAJIYA: 
Baa fiya saka mishi qa'ida ba saboda masu yin shi da masu shan shi basu damu da qa'idar ba. 
. 
MAGANIN ASIBITI:
Yana da qa'idoji yadda ake amfani dashi. 
. 
MAGANIN GARGAJIYA: 
Ba a da tabbacin zai yi magani. Ana shan shi ne a matsayin za a jarraba. 
. 
MAGANIN ASIBITI:
Ana da tabbacin zaiyi magani (Duk da ba lallai yayi 100 bisa 100 ba).. Saboda kafin a fara amfani dashi sai da aka gwada aka tabbatar yana aiki. 
. 
MAGANIN GARGAJIYA: 
Yana rage qarfin alamar cuta ne (misali: zazzabi, kasala, zugi) amma baya warkar da cutar saboda shi kanshi mai hada maganin bai ma san qwayar cutar ba. 
. 
MAGANIN ASIBITI: 
Yana warkar da cuta ne tare da Alamominta (misali: malaria tare da Alamominta). 
. 
MAGANIN GARGAJIYA: 
Yawancin masu sha suna sha ne Saboda yafi araha, basa so su fitar da kudi su je asibiti. 
. 
MAGANIN ASIBITI: 
Suna sha ne saboda sun tabbatar yafi inganci. 
. 
MAGANIN GARGAJIYA: 
Ba a tsabtace shi yayin hadawa.. Shi kanshi zai iya haifar da cuta da rashin lafiya. 
. 
MAGANIN ASIBITI:
A tsabtace ake hada shi, sannan in dai an sha a bisa qa'ida ba zai haifar da wata matsala ba. 
. 
MAGANIN GARGAJIYA:
masu bayar dashi su kan fadi abun da ba haka ba (misali: su ce magani daya yana maganin cututtuka 99) alhalin Kowacce cuta abun da yake kawo ta daban. 
. 
MAGANIN ASIBITI: 
Kowacce cuta tana da maganinta daban, Kuma sai da aka karanci qwayar. 
. 
DK 1
AA Ahamad Gama Shi ne ya dauki Nauyin Wannan Fostin Din.",No
,"Asalin gaskiya shine, mune a arewa muke girmama Tinubu kuma muke darajashi, yan uwansa yorubawa adawa sukeyi da arzikinsa. Yafi samu komai da sauki a arewa akan kudu. Zamana a osun nagane hakan haka zalika lagos. Kawai mu yan buhariyya muna goyon bayansane don abunda yayima alokacinda muke bukata. Amma gaskiya suna zaginsa sosai",No
